Acidez	Volatilidad	Citricidad	Azucar	pH	Alcohol	Cloruros	Sulfatos	Calidad
6.7	0.32	0.44	2.4	3.29	11.6	0.061	0.8	7
7.2	0.39	0.44	2.6	3.3	11.5	0.066	0.84	6
7.5	0.31	0.41	2.4	3.34	11.4	0.065	0.85	6
5.8	0.61	0.11	1.8	3.55	10.9	0.066	0.66	6
7.2	0.66	0.33	2.5	3.27	12.8	0.068	0.78	6
6.6	0.725	0.2	7.8	3.29	9.2	0.073	0.54	5
6.3	0.55	0.15	1.8	3.32	11.6	0.077	0.82	6
5.4	0.74	0.09	1.7	3.67	11.6	0.08900000000000001	0.56	6
6.3	0.51	0.13	2.3	3.42	11.0	0.076	0.75	6
6.8	0.62	0.08	1.9	3.42	9.5	0.068	0.82	6
6.2	0.6	0.08	2.0	3.45	10.5	0.09	0.58	5
5.9	0.55	0.1	2.2	3.52	11.2	0.062	0.76	6
6.3	0.51	0.13	2.3	3.42	11.0	0.076	0.75	6
5.9	0.645	0.12	2.0	3.57	10.2	0.075	0.71	5
6.0	0.31	0.47	3.6	3.39	11.0	0.067	0.66	6
